,date,url
338,2017/03/31,https://winthroptranscript.com/2017/03/31/police-blotter/
339,2017/04/07,https://winthroptranscript.com/2017/04/07/police-blotter/
340,2017/04/14,https://winthroptranscript.com/2017/04/14/police-blotter/
341,2017/04/22,https://winthroptranscript.com/2017/04/22/police-blotter/
342,2017/04/29,https://winthroptranscript.com/2017/04/29/police-blotter/
343,2017/05/05,https://winthroptranscript.com/2017/05/05/police-blotter/
344,2017/05/12,https://winthroptranscript.com/2017/05/12/police-blotter/
345,2017/05/19,https://winthroptranscript.com/2017/05/19/police-blotter/
346,2017/05/26,https://winthroptranscript.com/2017/05/26/police-blotter/
347,2017/06/02,https://winthroptranscript.com/2017/06/02/police-blotter/
348,2017/06/09,https://winthroptranscript.com/2017/06/09/police-blotter/
349,2017/06/17,https://winthroptranscript.com/2017/06/17/police-blotter/
350,2017/06/23,https://winthroptranscript.com/2017/06/23/police-blotter/
351,2017/06/30,https://winthroptranscript.com/2017/06/30/police-blotter/
352,2017/07/07,https://winthroptranscript.com/2017/07/07/police-blotter/
353,2017/07/14,https://winthroptranscript.com/2017/07/14/police-blotter/
354,2017/07/20,https://winthroptranscript.com/2017/07/20/police-blotter/
355,2017/07/28,https://winthroptranscript.com/2017/07/28/police-blotter/
356,2017/08/05,https://winthroptranscript.com/2017/08/05/police-blotter/
357,2017/08/10,https://winthroptranscript.com/2017/08/10/police-blotter/
358,2017/08/17,https://winthroptranscript.com/2017/08/17/police-blotter/
359,2017/08/31,https://winthroptranscript.com/2017/08/31/police-blotter/
360,2017/09/02,https://winthroptranscript.com/2017/09/02/police-blotter/
361,2017/09/08,https://winthroptranscript.com/2017/09/08/police-blotter/
362,2017/09/15,https://winthroptranscript.com/2017/09/15/police-blotter/
363,2017/09/22,https://winthroptranscript.com/2017/09/22/police-blotter/
364,2017/09/29,https://winthroptranscript.com/2017/09/29/police-blotter/
365,2017/10/06,https://winthroptranscript.com/2017/10/06/police-blotter/
366,2017/10/13,https://winthroptranscript.com/2017/10/13/police-blotter/
367,2017/10/21,https://winthroptranscript.com/2017/10/21/police-blotter/
368,2017/10/27,https://winthroptranscript.com/2017/10/27/police-blotter/
369,2017/11/03,https://winthroptranscript.com/2017/11/03/police-blotter/
370,2017/11/11,https://winthroptranscript.com/2017/11/11/police-blotter/
371,2017/11/16,https://winthroptranscript.com/2017/11/16/police-blotter/
372,2017/11/25,https://winthroptranscript.com/2017/11/25/police-blotter/
373,2017/12/01,https://winthroptranscript.com/2017/12/01/police-blotter/
374,2017/12/11,https://winthroptranscript.com/2017/12/11/police-blotter/
375,2017/12/14,https://winthroptranscript.com/2017/12/14/police-blotter/
376,2017/12/22,https://winthroptranscript.com/2017/12/22/police-blotter/
377,2017/12/28,https://winthroptranscript.com/2017/12/28/police-blotter/
378,2018/01/06,https://winthroptranscript.com/2018/01/06/police-blotter/
379,2018/01/11,https://winthroptranscript.com/2018/01/11/police-blotter/
380,2018/01/20,https://winthroptranscript.com/2018/01/20/police-blotter/
381,2018/01/25,https://winthroptranscript.com/2018/01/25/police-blotter/
382,2018/02/15,https://winthroptranscript.com/2018/02/15/police-blotter/
383,2018/02/23,https://winthroptranscript.com/2018/02/23/police-blotter/
384,2018/03/02,https://winthroptranscript.com/2018/03/02/police-blotter/
385,2018/03/10,https://winthroptranscript.com/2018/03/10/police-blotter/
386,2018/03/16,https://winthroptranscript.com/2018/03/16/police-blotter/
387,2018/03/23,https://winthroptranscript.com/2018/03/23/police-blotter/
388,2018/03/30,https://winthroptranscript.com/2018/03/30/police-blotter/
389,2018/04/06,https://winthroptranscript.com/2018/04/06/police-blotter/
390,2018/04/13,https://winthroptranscript.com/2018/04/13/police-blotter/
391,2018/04/20,https://winthroptranscript.com/2018/04/20/police-blotter/
392,2018/04/28,https://winthroptranscript.com/2018/04/28/police-blotter/
393,2018/05/04,https://winthroptranscript.com/2018/05/04/police-blotter/
394,2018/05/11,https://winthroptranscript.com/2018/05/11/police-blotter/
395,2018/05/17,https://winthroptranscript.com/2018/05/17/police-blotter/
396,2018/05/25,https://winthroptranscript.com/2018/05/25/police-blotter/
397,2018/06/01,https://winthroptranscript.com/2018/06/01/police-blotter/
398,2018/06/12,https://winthroptranscript.com/2018/06/12/police-blotter/
